OG,category
NOG247988,Function unknown
NOG44368,Function unknown
NOG74311,Function unknown
NOG214076,Function unknown
NOG235797,Function unknown
NOG235796,Function unknown
NOG235795,Function unknown
NOG123958,General functional prediction only
NOG235793,Function unknown
NOG230540,Function unknown
NOG230543,Function unknown
NOG230542,Function unknown
NOG214785,Function unknown
NOG221843,Function unknown
NOG256979,Function unknown
NOG221841,Function unknown
NOG230549,Function unknown
NOG221847,Function unknown
NOG123955,Function unknown
NOG221845,Function unknown
NOG236266,Function unknown
NOG130424,Function unknown
NOG236264,Function unknown
NOG236265,Function unknown
NOG233089,Intracellular trafficing and secretion
NOG236263,Function unknown
NOG236260,Inorganic ion transport and metabolism
NOG236261,Function unknown
NOG129414,Function unknown
NOG233084,Function unknown
NOG233087,Function unknown
NOG233086,Function unknown
NOG129410,Transcription
NOG129412,Transcription
NOG233082,Function unknown
NOG203510,Function unknown
NOG204511,RNA processing and modification
NOG237799,Function unknown
NOG237798,Function unknown
NOG124639,Transcription
NOG124638,Function unknown
NOG237795,Function unknown
NOG124636,Function unknown
NOG237797,Function unknown
NOG237796,General functional prediction only
NOG124633,"Post-translational modification, protein turnover, chaperone functions"
NOG237790,General functional prediction only
NOG237793,Function unknown
NOG237792,Function unknown
NOG206539,General functional prediction only
NOG229707,General functional prediction only
NOG10561,Function unknown
NOG47900,Function unknown
NOG206530,Function unknown
NOG47902,Function unknown
NOG206532,Function unknown
NOG245725,Function unknown
NOG245724,General functional prediction only
NOG206537,Function unknown
NOG47907,Function unknown
NOG85803,Function unknown
NOG217116,Function unknown
NOG116630,Function unknown
NOG258940,Function unknown
NOG85724,Function unknown
NOG227579,Function unknown
NOG40771,Function unknown
NOG136059,Function unknown
NOG10231,Replication and repair
NOG77806,Replication and repair
NOG210304,Function unknown
NOG210307,Function unknown
NOG210306,General functional prediction only
NOG77802,Function unknown
NOG210300,Function unknown
NOG85110,Function unknown
NOG216642,Signal transduction
NOG09708,General functional prediction only
NOG261267,Function unknown
NOG233071,Function unknown
NOG09706,Function unknown
NOG45505,Signal transduction
NOG45502,Function unknown
NOG09701,Function unknown
NOG09703,Function unknown
NOG234686,Function unknown
NOG234687,Transcription
NOG234684,Function unknown
NOG234685,Function unknown
NOG05854,Function unknown
NOG234683,Function unknown
NOG234680,Function unknown
NOG234681,General functional prediction only
NOG248988,Function unknown
NOG67768,Function unknown
NOG234688,Function unknown
NOG234689,Function unknown
NOG243600,Function unknown
NOG243601,Function unknown
NOG243604,Function unknown
NOG216644,Function unknown
NOG243607,General functional prediction only
NOG243608,Function unknown
NOG69824,Function unknown
NOG237139,General functional prediction only
NOG249724,Function unknown
NOG41085,General functional prediction only
NOG41084,Function unknown
NOG249721,Function unknown
NOG249720,Function unknown
NOG208958,General functional prediction only
NOG237130,Inorganic ion transport and metabolism
NOG237132,Function unknown
NOG249729,General functional prediction only
NOG249728,Function unknown
NOG41089,Cell wall/membrane/envelope biogenesis
NOG237136,Function unknown
NOG241116,Function unknown
NOG241117,Function unknown
NOG241114,"Post-translational modification, protein turnover, chaperone functions"
NOG241115,Function unknown
NOG241112,Function unknown
NOG241113,Replication and repair
NOG241110,Function unknown
NOG78780,Function unknown
NOG78781,Function unknown
NOG234536,General functional prediction only
NOG234537,General functional prediction only
NOG234530,Function unknown
NOG78785,Coenzyme metabolism
NOG78786,Function unknown
NOG241119,Function unknown
NOG122770,Function unknown
NOG122771,Function unknown
NOG232563,Function unknown
NOG232562,General functional prediction only
NOG232565,Function unknown
NOG122775,Function unknown
NOG122776,Function unknown
NOG232566,General functional prediction only
NOG239080,Function unknown
NOG122779,Function unknown
NOG258027,Function unknown
NOG67767,Function unknown
NOG130614,Function unknown
NOG114125,Cell wall/membrane/envelope biogenesis
NOG11067,Function unknown
NOG46328,Function unknown
NOG114121,Function unknown
NOG237866,Function unknown
NOG210078,Function unknown
NOG114128,Function unknown
NOG118814,Function unknown
NOG210077,General functional prediction only
NOG118816,Function unknown
NOG118817,Function unknown
NOG148518,Function unknown
NOG224064,Function unknown
NOG118812,General functional prediction only
NOG210076,Function unknown
NOG83144,Function unknown
NOG83145,Function unknown
NOG83147,Function unknown
NOG118818,Function unknown
NOG118819,General functional prediction only
NOG47194,Function unknown
NOG83143,General functional prediction only
NOG113792,Function unknown
NOG209903,Function unknown
NOG113798,Function unknown
NOG222683,Function unknown
NOG210048,Function unknown
NOG79787,Function unknown
NOG75401,Function unknown
NOG75403,Transcription
NOG75408,Function unknown
NOG75409,Function unknown
NOG46326,Function unknown
NOG84666,Function unknown
NOG230770,Function unknown
NOG148094,Function unknown
NOG259988,Function unknown
NOG240648,Function unknown
NOG240641,Cell motility
NOG259981,General functional prediction only
NOG259982,Signal transduction
NOG247610,Function unknown
NOG247617,Function unknown
NOG247616,Function unknown
NOG247615,Function unknown
NOG259987,Function unknown
NOG151118,Function unknown
NOG14446,Signal transduction
NOG219324,Function unknown
NOG238543,Function unknown
NOG151113,Function unknown
NOG151110,Function unknown
NOG151116,Function unknown
NOG151117,Function unknown
NOG04815,Function unknown
NOG204708,Function unknown
NOG208747,Function unknown
NOG203578,Function unknown
NOG248671,Function unknown
NOG41335,Function unknown
NOG203577,General functional prediction only
NOG203574,General functional prediction only
NOG204707,Function unknown
NOG203572,Function unknown
NOG204701,Transcription
NOG204702,General functional prediction only
NOG204703,Function unknown
NOG202621,Function unknown
NOG209631,Function unknown
NOG202622,Function unknown
NOG202625,General functional prediction only
NOG209636,Function unknown
NOG40068,Function unknown
NOG202626,Function unknown
NOG40066,Function unknown
NOG248674,Function unknown
NOG209639,General functional prediction only
NOG217615,Function unknown
NOG40061,Transcription
NOG43500,Function unknown
NOG217303,Function unknown
NOG117474,Function unknown
NOG117473,Carbohydrate metabolism and transport
NOG229519,Function unknown
NOG234021,Function unknown
NOG229515,Function unknown
NOG209907,Function unknown
NOG229517,General functional prediction only
NOG229511,Function unknown
NOG117479,Function unknown
NOG229513,General functional prediction only
NOG74567,Function unknown
NOG256184,Function unknown
NOG119495,Function unknown
NOG121949,Function unknown
NOG256181,Function unknown
NOG119492,Function unknown
NOG256183,Function unknown
NOG253350,Function unknown
NOG121942,Function unknown
NOG121943,Signal transduction
NOG123495,Function unknown
NOG256188,Function unknown
NOG119499,Cell wall/membrane/envelope biogenesis
NOG118367,Function unknown
NOG118364,Function unknown
NOG118365,Signal transduction
NOG117789,Function unknown
NOG150998,Function unknown
NOG118360,Function unknown
NOG118361,Cell wall/membrane/envelope biogenesis
NOG150995,Function unknown
NOG117784,Function unknown
NOG115220,Function unknown
NOG117781,General functional prediction only
NOG117780,Function unknown
NOG117783,Function unknown
NOG150992,Function unknown
NOG205474,Transcription
NOG240467,Function unknown
NOG216075,Function unknown
NOG216074,Function unknown
NOG203398,Function unknown
NOG216076,Function unknown
NOG216071,Transcription
NOG128737,Energy production and conversion
NOG128734,Function unknown
NOG216072,Replication and repair
NOG203392,Function unknown
NOG256452,Inorganic ion transport and metabolism
NOG256451,Function unknown
NOG246561,Function unknown
NOG246566,Function unknown
NOG216078,Function unknown
NOG203394,Function unknown
NOG256454,Function unknown
NOG11674,Function unknown
NOG67434,General functional prediction only
NOG11671,Function unknown
NOG15313,Function unknown
NOG73650,Function unknown
NOG244017,Function unknown
NOG246686,Function unknown
NOG204367,Function unknown
NOG205472,General functional prediction only
NOG11679,Cell wall/membrane/envelope biogenesis
NOG67438,General functional prediction only
NOG67439,Function unknown
NOG255193,Function unknown
NOG255192,Function unknown
NOG12324,Function unknown
NOG255190,Function unknown
NOG255197,Function unknown
NOG212799,General functional prediction only
NOG255195,Function unknown
NOG255194,Function unknown
NOG212794,Function unknown
NOG205963,Function unknown
NOG255199,Function unknown
NOG255198,Function unknown
NOG212790,General functional prediction only
NOG212791,Function unknown
NOG212792,Function unknown
NOG116457,Function unknown
NOG208942,Intracellular trafficing and secretion
NOG251862,General functional prediction only
NOG251861,Function unknown
NOG146212,Function unknown
NOG251867,Transcription
NOG208947,Carbohydrate metabolism and transport
NOG208944,General functional prediction only
NOG208945,General functional prediction only
NOG146218,Function unknown
NOG251869,Function unknown
NOG251868,Function unknown
NOG238868,Function unknown
NOG116784,Function unknown
NOG116785,Function unknown
NOG246708,Function unknown
NOG116780,Function unknown
NOG228648,Transcription
NOG228647,Function unknown
NOG228646,Function unknown
NOG85254,Function unknown
NOG228644,Function unknown
NOG228642,Function unknown
NOG85250,Function unknown
NOG203136,Function unknown
NOG245788,Function unknown
NOG202575,Function unknown
NOG224388,Function unknown
NOG203137,General functional prediction only
NOG206624,Function unknown
NOG04993,Function unknown
NOG203016,General functional prediction only
NOG145227,Function unknown
NOG217674,Function unknown
NOG217675,Function unknown
NOG217676,Function unknown
NOG217677,General functional prediction only
NOG217670,Function unknown
NOG236017,Function unknown
NOG217672,Function unknown
NOG217673,Function unknown
NOG219920,Function unknown
NOG260123,Function unknown
NOG236016,Function unknown
NOG217678,General functional prediction only
NOG217679,Function unknown
NOG246703,Function unknown
NOG227237,Function unknown
NOG236511,Function unknown
NOG221278,Function unknown
NOG71199,Function unknown
NOG42454,Function unknown
NOG116435,Function unknown
NOG46204,Function unknown
NOG116437,Function unknown
NOG116430,Function unknown
NOG116431,Function unknown
NOG116432,Function unknown
NOG114460,Function unknown
NOG42456,Function unknown
NOG114269,General functional prediction only
NOG231260,Function unknown
NOG114268,Function unknown
NOG202451,Function unknown
NOG257328,Function unknown
NOG250118,Function unknown
NOG231041,Signal transduction
NOG46876,Function unknown
NOG250114,Function unknown
NOG257323,Function unknown
NOG257320,Function unknown
NOG250117,Cell wall/membrane/envelope biogenesis
NOG250110,Function unknown
NOG257327,Transcription
NOG250112,Transcription
NOG250113,Carbohydrate metabolism and transport
NOG241321,Energy production and conversion
NOG46874,General functional prediction only
NOG251249,Function unknown
NOG251248,Function unknown
NOG262076,Function unknown
NOG262077,General functional prediction only
NOG251245,Function unknown
NOG262075,General functional prediction only
